hecho_sancionado,instrumento_legal_inflingido,losma_35,gravedad_falta,inversion,tipologia,vias_de_ingreso,tamaño_unidad
"Incumplimiento de las medidas asociadas a la conservación de especies de flora y vegetación, localizadas al interior del sitio prioritario Desierto Florido, consistentes en: 1. Compactación del suelo de los polígonos de disposición final de material edáfico N° 4, 24, 29, 31, 33 y 39, lo que impidió la germinación y desarrollo de especies de flora y vegetación del fenómeno Desierto Florido. 2. Inejecución de medidas de rescate y relocalización de las nuevas especies de flora encontradas durante la caracterización de la primavera del año 2015, dos de las cuales se encuentran en categoría de conservación, correspondiendo a las especies Aphyllocladus denticulatus y Krameria cistoidea.",RCA,a,Graves,40.0,B,DIA,28.0
"Realización de intervenciones con fines de restauración en los sitios EP-08 y EP-21, sin autorización previa del Consejo de Monumentos Nacionales. En particular las siguientes acciones:  - Sitio EP-08: Barrido de las huellas de los vehículos; humectación del área intervenida. - Sitio EP-21: Nivelación del sector intervenido sin compactar; realización de surcos dirigidos a que germinen especies preponderantes del sector, con el objeto que sean agentes dispersores y principales depositarios de semillas; aplicación de abono con fertilizante orgánico y riego con frecuencia indicada por el biólogo de turno; se agregó una capa de piedras en los surcos con la finalidad de dar la condición natural a las especies que se encuentran en el sector, priorizando la utilización de rocas removidas durante el escarpe.",RCA,a,Leves,180.0,C,EIA,125.99999999999999
"NO REPORTAR LA FRECUENCIA DE MONITOREO EXIGIDA EN SU PROGRAMA DE MONITOREO: El establecimiento industrial no reportó la frecuencia de monitoreo exigida en su Programa de Monitoreo, para el parámetro caudal en el mes de junio de 2019, conforme se detalla en la Tabla Nº 3 del Anexo de la presente Resolución.",NE,g,Leves,,,,
No contar con un tramo abovedado para permitir el atravieso de animales por el canal de aducción.,RCA,a,Leves,16.0,C,EIA,11.2
"Haber modificado el proyecto aprobado mediante RCA N° 019/2010, mediante la incorporación de la extracción y beneficio de minerales de hierro desde los rajos El Dorado Sector Norte y El Dorado Sector Sur, sin contar con Resolución de Calificación Ambiental.",Elusión,b,Graves,3.0,I,DIA,2.0999999999999996
"Utilización, con fecha 03 de julio de 2018, de un calefactor unitario a leña, en un establecimiento ubicado dentro de una zona declarada como saturada.",PPDA,c,Leves,,,,
"El establecimiento industrial no reportó la frecuencia de monitoreo exigida en su Programa de Monitoreo [Resolución Exenta SMA N°335, de 19 de marzo de 2018], para los siguientes parámetros y períodos que a continuación se indican, y que se detallan en la Tabla N° 1.1 del Anexo 1 de la presente Resolución: •	Caudal: noviembre (2021)",NE,g,Leves,,,,
"Durante la maniobra de carga de un buque con concentrado de zinc, se produce emisión de polvo fugitivo desde su bodega de carguío hacia la atmósfera.",RCA,a,Graves,0.0,F,DIA,0.0
"La obtención, con fecha 10 de diciembre de 2016, de Nivel de Presión Sonora Corregido (NPC) nocturno de 79 dBA, medido en el receptorsensible ubicado en Zona II",NE,h,Leves,,,,
"La obtención, con fechas 6 de agosto de 2023 y 13 de enero de 2024, de Niveles de Presión Sonora Corregidos (NPC) de 63 y 65 dB(A) respectivamente, ambas mediciones efectuadas en horario nocturno, en condición interna con ventana cerrada la primera, e interna con ventana abierta la segunda y en receptores sensibles ubicados en Zona III.",NE,h,Leves,,,,
"El diseño y disposición de los botaderos de estériles 1, 2 y Norte, se ejecutó de manera distinta a la evaluada, lo que se evidencia en: a)	El Botadero 2 no cuenta con canal de contorno inferior. b)	El canal de contorno inferior del Botadero 1 está discontinuo. c)	Los botaderos 1, 2 y Norte conforman un solo botadero.",RCA,a,Graves,0.4,I,DIA,0.27999999999999997
"A.1 Incumplimiento de medida de encapsulamiento para el manejo de emisiones atmosféricas en correas transportadoras de la Planta de Chancado N° 1, en razón de lo siguiente: -	Las correas N°1, N°2, N°3, N°19 y N°20 presentan falta de uno o más tramos de guarderas y medias cañas. -	La correa transportadora N°6 presenta una sección sin encapsulamiento en lugar de empalme con el silo correspondiente.",RCA,a,Graves,8.0,I,DIA,5.6
"El establecimiento industrial presentó superación de los límites de máximos permitidos respecto de los parámetros Sólidos suspendidos totales, DBO5 y Coliformes fecales establecidos en la RCA N° 746/2006, durante los periodos señalados en la Tabla N°3 de la presente Formulación de Cargos.",RCA,a,Leves,1.0,N,DIA,0.7
"CES Sureste Forsyth: No se sigue el procedimiento obligatorio para el transporte, limpieza y desinfección de las redes del centro de cultivo.",RCA,a,Leves,0.0197,N,DIA,0.013789999999999998
No realiza monitoreos trimestrales contemplados en el Plan de Manejo del Medio Biótico respecto de la especie Lagidium viscacia.,RCA,a,Leves,90.26,I,EIA,63.182
Recepcionar conchas que contienen restos orgánicos; generando olores y presencia de avifauna local.,RCA,a,Graves,0.7,K,DIA,0.48999999999999994
"Falta de realización de los monitoreos en el Estero El Clavito, según el siguiente detalle:1) Monitoreo de los parámetros de pH y temperatura durante el año 2013, primer a tercer trimestre de 2014 y del primer y segundo trimestre de 2015; 2) Monitoreo de junio de 2013 asociado al punto de descarga; 3) Monitoreo trimestral del cuarto trimestre del año 2014, respecto de los parámetros de DBO5, DQO, Temperatura, pH, Coliformes fecales, Fósforo Total, Nitrógeno Total, Sólidos Suspendidos, Poder Espumógeno, Aceites y Grasas y Oxígeno Disuelto.",RCA,a,Leves,0.75,O,DIA,0.5249999999999999
No ingresar los informes de seguimiento establecidos en la RCA al Sistema Electrónico de Seguimiento Ambiental establecido por Res. Ex. Nº 223/2015.,RSMA,e,Leves,12.7,O,EIA,8.889999999999999
"No haber realizado la medición de sus emisiones de MP, de acuerdo a la periodicidad establecida en el artículo 45 del D.S. N°47/2015, mediante un muestreo isocinético que permita acreditar el cumplimiento de los límites de emisión establecidos en el artículo 41 del D.S. N°47/2015, respecto de la caldera a petróleo con registro N°OSO-238, durante el siguiente periodo: -Entre el 29-03-2019 y el 28-03-2021.",PPDA,c,Leves,,,,
"NO REPORTAR LA FRECUENCIA DE MONITOREO EXIGIDA EN SU PROGRAMA DE MONITOREO: El establecimiento industrial no reportó la frecuencia de monitoreo exigida en su Programa de Monitoreo (Res. Ex. N° 2448 SISS, de fecha 18 de agosto del año 2010), para el parámetro temperatura en el mes de enero del año 2021 y sulfato en el mes abril del año 2021, según se detalla en la Tabla N° 1.1 del Anexo N° 1 de la presente Resolución.",NE,g,Leves,,,,
"Incumplimiento de medidas de carácter patrimonial, que debían realizarse de manera previa al inicio de la ejecución del proyecto, establecidas en la evaluación ambiental de la RCA N° 66/2012, en particular las siguientes: a)	Traslado del rasgo 4 previo a la construcción del enrocado de la pasarela 2, Tramo 4 del Proyecto. b)	Recuperación selectiva del Componente 3, según se indicó en el anexo C de la Declaración de Impacto Ambiental. c)	Excavación estratigráfica en sector de construcción de gradas en Playa La Argolla. d)	Cubrir con geotextil los restos del Muelle Francés. e)	Documentación exhaustiva de los rasgos 1, 2, 3, 4, 5 y 6.",RCA,a,Graves,3.639,P,DIA,2.5473
"La obtención, con fecha 30 de septiembre de 2022, de un Nivel de Presión Sonora Corregido (NPC) de 59 dB(A), medición efectuada en horario nocturno, en condición interna con ventana abierta, y en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"Superar la producción máxima autorizada en el CES PUERTO BROWN, durante el ciclo productivo ocurrido entre 8 de junio de 2018 y 1 de enero de 2020.",RCA,a,Graves,2.0,N,DIA,1.4
"El establecimiento industrial excedió el volumen de descarga límite diario indicado en la Resolución Exenta SISS N° 4.919/2011, que establece programa de monitoreo de la calidad del efluente generado, durante los períodos controlados correspondiente a los meses de Enero, Febrero, Marzo, Abril, Mayo, Junio, Septiembre, Octubre, Noviembre y Diciembre del año 2013, y Enero, Febrero, Marzo, Abril, Mayo, Junio, Julio, Agosto, Septiembre, Octubre, Noviembre y Diciembre del año 2014",NE,g,Leves,,,,
Pretil de plataforma de ensilaje presenta una abertura a nivel de base de 15 x 7 centímetros,RCA,a,Leves,0.0,N,DIA,0.0
"Llevar adelante la modificación de un proyecto de curtiembre, aumentando la capacidad de producción en una cantidad superior a treinta metros cuadrados diarios (30 m²/día), sin contar con una Resolución de Calificación Ambiental que lo autorice.",Elusión,b,Graves,0.35,O,DIA,0.24499999999999997
D. No haber remitido a esta Superintendencia la información solicitada a través de la RE 574/2012,RSMA,j,,0.08,O,DIA,0.055999999999999994
"El establecimiento industrial excedió el límite de volumen de descarga para los meses de noviembre y diciembre de 2014; y enero, febrero y diciembre de 2015",RCA,a,Leves,0.275,,DIA,0.1925
"Haber instalado, en todo el recinto del vertedero, dos chimeneas para la evacuación de gases, de las cuales solo una se encontraba operativa.",RCA,a,Graves,0.0006,O,DIA,0.00041999999999999996
"Modificaciones al proyecto “Relleno Sanitario Comuna de Villarrica”, aprobado mediante la Resolución Exenta N° 19, de fecha 27 de enero de 1999, sin contar con resolución de calificación ambiental para ello, en cuanto a: •	Superación, a diciembre de 2015, del volumen máximo de residuos autorizado a recibir en toda la vida útil del proyecto. •	Superficie total utilizada, excediendo lo aprobado; •	Técnica de disposición del relleno, de zanja excavada a disposición en altura, excediendo la cota del terreno hasta en 3 metros en algunos sectores. •	Construcción de zanjas que exceden las dimensiones de diseño aprobadas. •	Recepción de residuos de la I. Municipalidad de Loncoche, por el periodo 2015 al 2017, y de la I. Municipalidad de Nueva Imperial durante el año 2017, sin que fuera aprobado por la RCA N° 19/1999.",Elusión,b,Graves,,,,
"No tener almacenados los residuos no peligrosos al interior de la bodega según su clasificación, así como no contar con señalización, ni registro de entrada y salida de los residuos.",RCA,a,Graves,0.1131,I,DIA,0.07917
"La obtención, con fechas 1 de junio de 2022, 13 de junio de 2022 y 28 de julio de 2022, de Niveles de Presión Sonora Corregidos (NPC) de 72 dB(A), 78 dB(A) y 74 dB(A), respectivamente, todas las mediciones efectuadas en horario diurno, en condición externa y en receptores sensibles ubicados en Zona II.",NE,h,Leves,,,,
"La obtención, con fechas 29 de abril, 28 de mayo y 21 de octubre, todas de 2022, de Niveles de Presión Sonora Corregidos (NPC) de 60 dB(A), 50 dB(A) y 53 dB(A) respetivamente, todas las mediciones efectuadas en horario nocturno, en condición externa, en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"El sistema de tratamiento y disposición de residuos líquidos de la lechería y quesería, opera de manera distinta a lo evaluado ambientalmente, lo que se expresa en: -El sistema de lavado de la lechería no cuenta con el equipo desarenador ni con el separador de impurezas mayores. -No implementar estanque de acumulación para la época invernal. -No efectuar el riego mediante un sistema de aspersión.",RCA,a,Graves,9.0,L,DIA,6.3
No efectuar las siguientes acciones en el cerco perimetral y el canal perimetral de aguas lluvias: (i) reparaciones al cerco perimetral en aquellos lugares en que se encuentra destruido y/o en mal estado; (ii) la mantención del canal perimetral de agua lluvia en el sector del Alvéolo 2.,RCA,a,Leves,1236.0,O,DIA,865.1999999999999
"Existencia de cuatro puntos del material impermeabilizante del tranque (HDPE) con rasgaduras, ubicadas cerca de la corona y en la parte interna del talud.",RCA,a,Graves,0.1131,I,DIA,0.07917
"El titular no da cumplimiento al plan de contingencias contemplado para casos de saturación de la capacidad de tratamiento de Riles, observándose el escurrimiento de Riles sin tratamiento, los cuales son canalizados mediante una zanja excavada al interior del predio",RCA,a,Leves,0.05,O,DIA,0.034999999999999996
"El establecimiento industrial superación en los niveles máximos permitidos de ciertos contaminantes establecidos en la norma de emisión antes citada, durante el período controlado durante el mes de marzo, abril, mayo, junio, julio, agosto, septiembre, noviembre y diciembre del año 2013, enero, febrero, abril, mayo, junio, septiembre y noviembre del año 2014 y enero y febrero de 2015; tal como se presenta en la TablaN°6 de la presente resolución.",NE,g,Leves,,,,
"A6. No haber elaborado los catalogos, tripticos, ni cualquier tipo de folleteria afin , con el objeto de divulgar los hitos arqueologicos e historicos de las comunidades adyacentes al estero pupio en la etapa de construccion del proyecto.",RCA,a,Graves,750.0,I,EIA,525.0
"No reportó información asociada a los remuestreos para los puntos, períodos y parámetros señalados en la Tabla Nº 5 de la presente formulación de cargos",NE,h,Leves,170.0,I,EIA,118.99999999999999
"La obtención, con fecha 25 de abril de 2019, de un Nivel de Presión Sonora Corregido (NPC) de 54 dB(A), medición efectuada en horario nocturno, en condición externa, en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"No haber realizado la medición de sus emisiones de MP, mediante una medición anual discreta para sus dos hornos tipo chileno.",PPDA,c,Leves,,,,
"Falla en correa de embarque de concentrados impide adopción de forma que permite su enclaustramiento total, generando derrame de concentrado de plomo al medio ambiente.",RCA,a,Graves,16.0,F,EIA,11.2
Ejecución tardía del Plan de perturbación controlada de especies.,RCA,a,Leves,7.5,C,DIA,5.25
"La obtención, con fecha 03/02/2017 de un Nivel de Presión Sonora Corregidos (NPC) de 60 dB(A), medición efectuada en horario nocturno, en condición interna, con ventana abierta, en un receptor sensible ubicado en Zona III.",NE,h,Leves,,,,
"Incumplimiento de medidas de control de impactos en unidades de captación de agua de mar, en cuanto existe una mayor distancia entre las rejillas que componen las campanas octogonales ubicadas en el punto de captación de las Unidades 1, 2, 3, 4 y 5",RCA,a,Graves,300.0,C,DIA,210.0
"No reportar la frecuencia de monitoreo exigida en su programa de monitoreo. El titular no reportó la frecuencia de monitoreo exigida en su RPM vigente, para los siguientes parámetros durante los períodos que a continuación se indican, y que se detallan en la Tabla Nº 5 del Anexo de la presente Resolución: a) Caudal = en septiembre y noviembre de 2019; y en enero, febrero y marzo de 2020; b) pH = en septiembre y noviembre de 2019; y en enero, febrero y marzo de 2020; y c) Temperatura = en septiembre y noviembre de 2019; y en enero, febrero y marzo de 2020",NE,g,Leves,0.0498,P,DIA,0.034859999999999995
"Descarga de RILes parcialmente tratados (sin etapa de tratamiento biológico SBR) al Canal Norte, según se constata en: (i) Rebalse de RILes desde la laguna de emergencia en dirección al punto de descarga; (ii) Existen 3 puntos de ingreso de residuos líquidos sin tratamiento completo a la canaleta que recibe los RILes tratados para la descarga final, provenientes del clarificador.",RCA,a,Graves,1.6,H,DIA,1.1199999999999999
La superación del límite de nivel de presión sonora fijado para la zona II en horario diurno,NE,h,Leves,,,,
"La obtención, con fecha 23 de noviembre de 2016, de Nivel de Presión Sonora Corregido (NPC) de 66 dB(A), medición efectuada en horario diurno, en condición interna, con ventana abierta, en un receptor sensible ubicado en Zona III.",NE,h,Leves,,,,
"La obtención, con fecha 19 de febrero de 2019, de un Nivel de Presión Sonora Corregidos (NPC) de 57 dB(A), medición efectuada en horario nocturno, en condición externa, en un receptor sensible ubicado en Zona III.",NE,h,Leves,,,,
"Superar la producción máxima autorizada en el CES SOLEDAD (RNA 110384), durante el ciclo productivo ocurrido entre 9 de septiembre de 2019 y el 15 de noviembre de 2020.",NE,a,Graves,,,,
"La obtención, con fecha 11 de diciembre de 2019, de un Nivel de Presión Sonora Corregido (NPC) de 57 dB(A), medición efectuada en horario nocturno, en condición interna, con ventana cerrada, en un receptor sensible ubicado en Zona III.",NE,h,Leves,,,,
"No instalación de los filtros rotatorios que complementan el sistema de decantación de los sectores N° 1 y N° 2, según se constató en la inspección ambiental de fecha 07 de septiembre de 2017.",RCA,a,Graves,0.06,N,DIA,0.041999999999999996
"Superar la producción máxima autorizada para el centro de cultivo Córdova 3, durante el ciclo productivo ocurrido entre el 12 de septiembre de 2016 y el 22 de julio de 2018",RCA,a,Graves,2.4,N,DIA,1.68
"No plantar el número de ejemplares comprometidos de peumos, quillayes y litres en un área de características topográficas y ambientales similares a las de la ladera de ubicación del botadero.",RCA,a,Graves,0.02,I,DIA,0.013999999999999999
"La obtención, con fecha 1 de marzo de 2023 de Niveles de Presión Sonora Corregidos (NPC) de 68 dB(A) y 67 dB(A); la obtención con fecha 2 de marzo de 2023, de unos NPC de 75 dB(A) y 73 dB(A); y, la obtención con fecha 3 de marzo de 2023, de unos NPC de 85 dB(A), 70 dB(A) y 73 dB(A), todas las mediciones efectuadas en horario diurno, en condición interna con ventana abierta la primera y quinta medición y externa el resto, en unos receptores sensibles ubicados en Zona III.",NE,h,Leves,,,,
"Construcción y operación de un sistema de tratamiento de residuos industriales líquidos cuyos efluentes se usan para el riego de terrenos, sin contar con una Resolución de Calificación Ambiental favorable que lo autorice.",Elusión,b,Graves,,,,
"Se detectaron fallas en la vía, sin que se realizaran acciones de mantenimiento correctivo con anterioridad al incidente de 31 de marzo de 2020.",RCA,a,Graves,57.0,Ñ,DIA,39.9
"Tratamiento incompleto de los gases generados en el tratamiento de RILes, lo que se manifiesta en: (i) Durante el periodo registrado (mayo – junio 2019) se realizó el tratamiento de un 86,7% de remoción de ácido sulfhídrico, por lo que el 14,3% restante no contó con tratamiento de remoción de H2S; (ii) El 65% del biogás generado durante el periodo mayo-junio de 2019 se envió para quema en antorcha y no a las calderas; (iii) La unidad de filtro compost no se encontraba operativa.",RCA,a,Graves,0.0,,,0.0
"Presencia de basura en columna de agua, el borde costero aledaño a la concesión y un sector acondicionado sobre la Isla Salas con plásticos y otros residuos sólidos generados por la acuicultura.",RCA,a,Leves,1.0,N,DIA,0.7
"A la fecha, el titular no ha reportado al Sistema de Seguimiento Ambiental de la SMA los seguimientos ambientales comprometidos en el plan de seguimiento ambiental del Estudio de Impacto Ambiental del proyecto, sus Adendas y establecidos en el Considerando 8 de la RCA 044/2011.",RSMA,e,Leves,17.1111,P,DIA,11.97777
"Incumplimiento de medidas establecidas para la aplicación de RILes al suelo: a) No realiza monitoreo de suelo al inicio y término de temporada de riego, durante el año 2018. b) No se informan los resultados de monitoreos de calidad de suelo al SAG. c) Plan de aplicación de RILes (I-MA-07-01), no cumple con los requisitos básicos exigidos en la Guía de aplicación de efluentes al suelo del SAG, tales como: i) Balance hídrico, ii) Estimación de hectáreas necesarias, iii) Sectorización de hectáreas de aplicación, iv) Definición de sistema de aplicación, v) Estacionalidad de aplicación, vi) Estimación de capacidad de embalsamiento para caudal generado, vii) control de escurrimiento superficial; viii) Características del sitio de aplicación que permitan evitar riesgos.",RCA,a,Leves,0.26,O,DIA,0.182
"Se constata la superación del caudal diario de descarga, en un total de 87 días durante el año 2019, y un total de 72 días, entre enero y agosto de 2020.",RCA,a,Leves,0.4,O,DIA,0.27999999999999997
"La obtención, con fecha 07 de octubre de 2021, de unos Niveles de Presión Sonora Corregidos (NPC) de 63 dB(A) y 68 dB(A), ambas mediciones efectuadas en horario diurno y en condición externa, en receptores sensibles ubicados en Zona II.",NE,h,Leves,,,,
"Superar la producción máxima autorizada en el CES ROUSSE (RNA 110730), durante el ciclo productivo ocurrido entre 19 de agosto de 2019 y el 29 de noviembre de 2020.",RCA,a,Graves,2.0,N,DIA,1.4
Balsas jaula y la plataforma de ensilaje se ubican fuera del área concesionada.,RCA,a,Leves,1.5,N,DIA,1.0499999999999998
"La planta de tratamiento de lixiviados, aproximadamente desde septiembre de 2013 a la fecha de la inspección ambiental (27 de agosto de 2015), no se ha construido, y, por lo anterior, existe además falta de reporte de los monitoreos mensuales de líquidos percolados, desde enero del año 2015 a la fecha.",RCA,a,Graves,5.8,O,EIA,4.06
No acreditar cumplimiento de compensación de emisiones de óxidos de nitrógeno para las fuentes fijas N°s. 7.561 y 8.928.,RCA,a,Leves,23.0,O,EIA,16.099999999999998
"No presentar los reportes trimestrales de monitoreo continuo de emisiones, respecto de la Unidad de Generación Eléctrica N° 1 de la Central Termoeléctrica Lautaro (UGE Lautaro I).",NE,j,Graves,,,,
A4 No implementación de los canales de contorno para desviar las aguas de las quebradas aledañas al rajo Medialuna Chiringo.,RCA,a,Graves,1.0,I,DIA,0.7
"Haber superado el límite máximo de emisión de MP respecto de la fuente tipo proceso con combustión, denominada Secador Spray SEI, con registro PR-5500.",PPDA,c,Leves,,,,
Disponer neumáticos en dos acopios al interior del relleno sanitario.,RCA,a,Graves,1.442,O,DIA,1.0093999999999999
"La obtención, con fecha 7 de junio de 2019, de un Nivel de Presión Sonora Corregido (NPC) de 63 dB(A), medición efectuada en horario nocturno, en condición externa y en un receptor sensible ubicado en Zona III.",NE,h,Leves,,,,
NO REPORTAR LA FRECUENCIA DE MONITOREO EXIGIDA EN SU PROGRAMA DE MONITOREO,NE,g,Leves,,,,
"Superar los límites máximos permitidos para los parámetros sólidos suspendidos totales (mg/L), coliformes termotolerantes, DBO5 y DQO (mg/L), del efluente de la PTAS del pontón ubicado en el CES Matilde 3.",RCA,a,Leves,2.0,N,DIA,1.4
La empresa no acredita en su informe de término de contingencia que la totalidad de la mortalidad masiva haya sido traslada y dispuesta en planta reductora,RCA,a,Leves,1.0,N,DIA,0.7
Monitoreos de avifauna no consideran el área del Salar de Coposa delimitada en la Figura Nº 2.1 del Anexo A de la DIA “Traslado puntos de captación de Aguas Subterráneas en Cuenca Coposa”,RCA,a,Graves,7.5,I,DIA,5.25
"Incumplimiento del Plan de Protección Ambiental de Flora y Vegetación Terrestre, que se constata en: a) No realización del replante de las especies Alstroemeria kingii, Leucocoryne Appendiculata aff y Leucocoryne dimorphopetala aff; b) Modificación de la metodología establecida para el rescate y relocalización de geófitas; y c) No informar los reportes de seguimiento y monitoreo ambiental.",RCA,a,Graves,212.0,C,DIA,148.39999999999998
Utilización de once (11) calefactores unitarios a leña en el interior de un establecimiento municipal que no cumplen con el D.S. N°39/2011,PPDA,c,Leves,,,,
"La obtención, con fecha 20 de mayo de 2021, de un Nivel de Presión Sonora Corregido (NPC) de 65 dB(A), medición efectuada en condición externa; la obtención, con fecha 14 de diciembre de 2020, de un NPC de 67 dB(A), medición efectuada en condición interna con ventana abierta; la obtención, con fecha 22 de junio de 2021, de NPC de 64 dB(A) y 61 dB(A), mediciones efectuadas en condición externa la primera, y en condición interna con ventana abierta la segunda; la obtención de, con fecha 13 de septiembre de 2021, de un NPC de 62 dB(A), en condición externa; la obtención, con fecha 27 de diciembre de 2021, de un NPC de 62 dB(A), en condición interna con ventana abierta; la obtención con fecha 25 de marzo de 2022, de NPC de 62 dB(A) y 61 dB(A), en condición externa la primera, y en condición interna con ventana abierta la segunda; la obtención, con fecha 28 de junio de 2022, de NPC 69 dB(A), 62 dB(A), 62 dB(A) y 72 dB(A), las tres primeras mediciones efectuadas en condición externa, y la cuarta efectuada en condición interna con ventana cerrada; la obtención, con fecha 26 de septiembre de 2022 de NPC 69 dB(A) y 65 dB(A), ambas mediciones realizadas en condición externa; todas las mediciones efectuadas en horario diurno y en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"Superar la producción máxima autorizada en el CES UNICORNIO SUR (RNA 120115), durante el ciclo productivo ocurrido entre el 1 de julio de 2019 y el 5 de abril de 2021.",RCA,a,Graves,2.0,N,DIA,1.4
"A.2 La existencia en tierra de una bodega de materiales construida sobre pilotes de cemento, con una superficie de 56 mt2.",RCA,a,Leves,0.8,N,DIA,0.5599999999999999
"El establecimiento industrial excedió el límite de volumen de descarga exigido en su Programa de Monitoreo (Res. Ex. SISS N° 2706, de fecha 16 de agosto de 2006), en los períodos que a continuación se indican y que se detallan en la Tabla N° 1.2 del Anexo 1 de la presente Resolución: •	2020: octubre, diciembre. •	2021: marzo, abril, mayo, junio, julio, agosto, septiembre, octubre, noviembre, diciembre. •	2022: enero, marzo, abril, mayo, junio, julio, agosto, octubre, noviembre, diciembre.",NE,g,Leves,,,,
"La obtención, con fecha 17 de marzo de 2022, de un Nivel de Presión Sonora Corregido (NPC) de 72 dB(A), medición efectuada en horario diurno, en condición externa y en un receptor sensible ubicado en Zona III.",NE,h,Leves,,,,
"Deficiente manejo en las operaciones del depósito de seguridad, toda vez que: 1.	No existen sistemas de monitoreo permanente, como inspecciones permanentes, cámaras de circuito cerrado de televisión, con sensibilidad infrarroja y mangueras de uso eventual en las cercanías de la piscina de emergencia. 2.	No se realiza la limpieza, mediante flujos de aguas, del sistema de recolección de lixiviados. 3.	La recolección de lixiviados se realiza mediante bombeo, para posteriormente ser transportados mediante camiones aljibes, y dispuestos en la piscina de emergencia.",RCA,a,Graves,11.46,O,EIA,8.022
"El establecimiento industrial no reportó información asociada a los remuestreos de los parámetros incluidos en la Tabla N° 7 de la presente resolución, durante el periodo de septiembre del año 2017.",NE,g,Leves,1.0,O,DIA,0.7
"Realización, por parte de la ETFA, de actividades de análisis en agua de pozo (agua subterránea), y agua residual; y análisis y mediciones en agua superficial, para los cuales no poseía autorización de la SMA al momento de ejecutarlas, según lo descrito en Tabla 3 y Tabla 4 de la presente formulación.",Otro,d,Graves,,,,
"Ejecución de una modificación de proyecto, específicamente la construcción y operación de un tranque o laguna de estabilización, para la fracción líquida del purín diluida con agua del Canal El Manzano, modificando el sistema de manejo y disposición de purines, sin contar con una RCA que lo autorice .",Elusión,b,Graves,,,,
"Haber superado el límite máximo de emisión de MP respecto de la fuente tipo proceso sin combustión, denominada granalladora con número de registro PR-17068.",PPDA,c,Leves,,,,
"Omitir adoptar medidas mitigatorias de emisiones atmosféricas: -Almacenar mineral a la intemperie, sin contar con cubierta tipo domo. -No contar en los chancadores con sistema de supresión de polvo.",RCA,a,Graves,0.02,I,DIA,0.013999999999999999
"La obtención, con fecha 1 de agosto de 2017, de Nivel de Presión Sonora Corregido (NPC) de 59 dB(A), en horario diurno, y de 53 dB(A), en horario nocturno, ambos medidos en el domicilio de un receptor sensible ubicado en Zona Rural, en condición externa.",NE,h,Leves,,,,
"La obtención, con fecha 26 de enero de 2021, de un Nivel de Presión Sonora Corregido (NPC) de 70 dB(A) medición efectuada en horario diurno, en condición externa, y en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"Sobre extracción de mineral en Mina Alcaparrosa, que se constata en el incumplimiento de la tasa de extracción durante el año 2019.",RCA,a,Graves,0.5,I,EIA,0.35
"La obtención, con fecha 18 de abril de 2023, un Nivel de Presión Sonora Corregido (NPC) de 76 dB(A), medición efectuada en horario diurno, en condición interna, con ventana abierta y en un receptor sensible ubicado en Zona II.",NE,h,Leves,,,,
"No haber definido, previa visita a terreno con participación de los servicios competentes, el perfil hidrológico y biótico del río y, en función de ello, concordar las estaciones de monitoreo definitivas.",RCA,a,Leves,0.05,I,DIA,0.034999999999999996
NO REPORTAR LOS MONITOREOS DE AUTOCONTROL DE SU PROGRAMA DE MONITOREO: El establecimiento industrial no reportó los monitoreos de autocontrol de su Programa de Monitoreo (Res. Ex. SMA N°1481/2013) correspondiente a los meses de noviembre y diciembre de 2021; según se detalla en la Tabla N° 1.1 del Anexo N°1 de la presente Resolución.,NE,g,Leves,,,,
El titular no acredita la ejecución de la reforestación conforme a lo establecido en su plan de manejo forestal.,RCA,a,Leves,4.0,C,DIA,2.8
"Riego con digestato que no cumple con las exigencias de la RCA 347/2015, por cuanto: (i) El digestato no cumple con los parámetros que establece la RCA 347/2015, en periodo comprendido desde el segundo semestre de 2021 hasta el segundo semestre de 2022, según se detalla en la Tabla N° 5 de la presente resolución; (ii) El riego con digestato se realiza en sectores con suelo desnudo.",RCA,a,Graves,0.0001,O,DIA,0.00007
"""Los residuos domésticos fueron entregados regularmente a un camión recolector de basura de la localidad de Putre, realizándose el traslado de éstos dos veces a la semana, en vehículos de la compañía, sin existir recibo formal de los residuos domiciliarios por parte del camión de la basura y sin entregarse el registro final de la disposición final de estos residuos. """,RCA,a,Leves,0.5,I,DIA,0.35
D.5. La entidad técnica utilizó distintos valores de medición para el cálculo final de la exactitud relativa.,RSMA,d,Leves,,,,
"El titular no da cumplimiento a sus obligaciones en materia de disposición de lodos, por cuanto no cuenta con registros respecto de su disposición en un sitio autorizado, ni respecto del cumplimiento del nivel de humedad establecido en la RCA",RCA,a,Leves,0.18,O,DIA,0.126
NO REPORTAR LOS MONITOREOS DE AUTOCONTROL DE SU PROGRAMA DE MONITOREO: El establecimiento industrial no reportó los monitoreos de autocontrol de su Programa de Monitoreo correspondiente a los meses de octubre de 2020 y febrero y noviembre de 2021; según se detalla en la Tabla N° 1.1 del Anexo N°1 de la presente Resolución.,NE,g,Leves,,,,
